uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability,10_class_probability,11_class_probability,12_class_probability,13_class_probability,14_class_probability
-510.4671,5,0.33782125,0,0.58621365,0.58621365,0.00032487125,0.0042492514,1.6855762e-05,0.0049019232,0.33782125,0.0069250166,1.2256701e-05,1.0400361e-07,0.0027102751,0.003867857,0.048517413,0.0034775638,0.00078642054,0.00017534701
-320.5786,3,0.99999,3,0.99999,6.4867596e-09,8.589157e-08,3.7352277e-07,0.99999,9.1548884e-08,1.6442826e-08,8.728573e-07,7.4574964e-11,6.2606893e-09,5.3032877e-11,8.54384e-06,1.7117642e-08,4.3382076e-09,2.5395233e-10,1.279304e-08
-510.32983,14,0.019527642,9,0.98010683,0.000121438614,3.5031464e-13,4.2788617e-09,1.2615759e-14,7.9509064e-08,1.2581104e-07,1.084604e-08,5.452764e-07,5.387397e-13,0.98010683,2.5816056e-05,1.0624751e-06,9.556972e-06,0.000206824,0.019527642
-364.51648,12,0.5811,12,0.5811,0.0001529745,1.5967436e-05,0.0012426082,0.0013808258,2.9000974e-05,0.0003424523,2.9521792e-05,2.1392705e-05,0.00023737676,5.6279187e-05,0.3577282,5.0582647e-05,0.5811,0.057542507,7.0292976e-05
21.177338,10,8.557707e-07,1,0.9969477,1.6396016e-05,0.9969477,8.858701e-05,7.4104115e-08,3.046669e-05,0.001485874,1.9935565e-05,7.4106628e-09,8.974364e-05,7.581812e-10,8.557707e-07,0.0013178862,2.2918414e-06,1.212887e-07,8.0392795e-08
-515.1581,0,0.00048284433,7,0.83327836,0.00048284433,0.008197346,0.12680914,3.9926995e-10,0.0012732346,3.5044436e-06,0.0006312043,0.83327836,0.0019103428,0.00023099472,0.0051969397,0.00066561415,4.159154e-06,0.011313606,0.010002754
-391.82968,5,0.3875764,5,0.3875764,0.026249383,0.00021823138,0.00048674087,6.831041e-05,0.23308036,0.3875764,0.34328458,3.705446e-05,7.2969466e-05,6.4917313e-06,0.001653618,0.006248083,0.0009594611,5.3581054e-05,4.7345106e-06
-761.5533,9,0.00015528136,0,0.2098647,0.2098647,0.006623557,0.09548165,0.03450068,0.20357814,0.1483607,0.15891492,0.00041355976,0.00039267665,0.00015528136,0.0013703074,0.13945702,0.0007047126,0.00016483666,1.720749e-05
68.10603,8,0.9510323,8,0.9510323,2.699465e-05,0.00011789069,0.00090138277,1.8751149e-07,0.00011455075,0.045038223,0.0017413308,0.0009412373,0.9510323,5.3790066e-09,4.698249e-05,3.216081e-05,6.376053e-06,1.9226883e-08,4.6070335e-07
-756.3336,9,0.94683045,9,0.94683045,0.008416736,4.422048e-05,0.00018418753,8.667231e-06,9.740212e-06,0.0013694654,1.8531347e-05,3.010547e-08,2.8636208e-11,0.94683045,0.017899733,0.024160447,0.00065003306,0.00013070359,0.00027710272
