uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability
-1103.248,1,0.32515547,3,0.6725957,5.895561e-06,0.32515547,6.8636164e-06,0.6725957,0.0022360461
-1148.1676,1,0.99895775,1,0.99895775,1.18983e-06,0.99895775,0.0010403324,5.7098845e-07,1.2609624e-07
-848.3813,2,0.9997706,2,0.9997706,1.7808758e-05,8.690626e-06,0.9997706,0.0002029541,9.145122e-10
-911.9658,4,0.9643779,4,0.9643779,8.6531225e-05,0.017320247,0.00050299434,0.017712409,0.9643779
-1138.9194,1,0.6798936,1,0.6798936,0.001843268,0.6798936,0.006170702,0.31042472,0.001667735
-840.94354,3,0.06745529,1,0.9325388,5.568334e-06,0.9325388,1.0346196e-07,0.06745529,2.1144234e-07
-818.3232,2,0.99995184,2,0.99995184,6.3834216e-07,8.307559e-06,0.99995184,3.91908e-05,2.7960506e-10
-592.78644,4,0.3132047,3,0.60265857,0.003562066,0.07602675,0.004547817,0.60265857,0.3132047
-719.86865,3,0.75139093,3,0.75139093,0.010114735,0.23821245,0.00019461977,0.75139093,8.728697e-05
-1054.2812,3,0.99986124,3,0.99986124,1.9808573e-05,0.000114724324,4.0313275e-06,0.99986124,1.235114e-07
-1013.22174,2,0.9983156,2,0.9983156,0.0005320113,0.0010176016,0.9983156,0.00013359114,1.1836682e-06
-536.2149,0,0.9651299,0,0.9651299,0.9651299,6.406322e-05,5.1421972e-05,0.034732666,2.1927342e-05
-661.42413,0,0.46566308,1,0.51418555,0.46566308,0.51418555,0.0072373124,0.012643436,0.00027060922
-585.82605,4,0.9578967,4,0.9578967,9.961162e-06,0.029562682,5.2519546e-05,0.012478128,0.9578967
-460.30493,0,0.999938,0,0.999938,0.999938,3.3122207e-05,1.0743602e-05,1.8082525e-05,4.679221e-08
