uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability
-449.7554,2,0.9996439,2,0.9996439,8.9982954e-08,9.719087e-05,0.9996439,0.00025741514,1.4036747e-06
-707.56116,1,0.9523036,1,0.9523036,1.5697999e-06,0.9523036,0.034205135,0.011822727,0.0016670116
-187.24423,4,0.9936405,4,0.9936405,0.00086064026,5.9067734e-05,3.0920662e-06,0.0054366942,0.9936405
28.215927,0,0.99750984,0,0.99750984,0.99750984,4.6824625e-05,8.495983e-06,0.0013830758,0.0010517697
-135.72491,2,0.25456625,3,0.7208856,0.0067233057,0.01778633,0.25456625,0.7208856,3.859656e-05
-760.6719,1,0.8847315,1,0.8847315,0.00046034963,0.8847315,0.0010745914,0.11309015,0.0006434711
-468.04703,4,0.98508435,4,0.98508435,1.921313e-05,0.00012890939,1.0277864e-06,0.014766454,0.98508435
-599.38306,3,0.46894428,4,0.4930711,0.037583034,0.00019839538,0.00020318855,0.46894428,0.4930711
-761.5533,1,0.67779094,1,0.67779094,0.00010687725,0.67779094,0.012203977,0.30484223,0.0050558904
-174.3325,0,0.99999917,0,0.99999917,0.99999917,8.707829e-10,1.03955365e-10,2.1532074e-09,8.338087e-07
-100.71353,2,0.9999523,2,0.9999523,3.348475e-05,7.841888e-06,0.9999523,5.1168136e-06,1.2139482e-06
-423.615,0,0.9999784,0,0.9999784,0.9999784,1.9973812e-07,9.249057e-10,5.488537e-06,1.5831856e-05
-541.7544,2,0.99954456,2,0.99954456,1.698954e-07,0.00039007285,0.99954456,5.9194568e-05,5.9553695e-06
-674.19104,3,0.88816696,3,0.88816696,0.00404157,0.08457966,0.00011079799,0.88816696,0.023101006
-325.43918,3,0.25313404,4,0.49094382,0.023417454,0.22344105,0.009063579,0.25313404,0.49094382
84.27626,4,0.36564872,0,0.6243738,0.6243738,0.0007416856,6.2089857e-06,0.0092296135,0.36564872
-448.037,3,0.9719909,3,0.9719909,0.0008563366,0.001215597,0.0001259726,0.9719909,0.025811326
-675.3699,4,0.9999428,4,0.9999428,1.4624142e-06,1.277052e-06,1.1655364e-05,4.2782005e-05,0.9999428
-441.3368,1,0.6639407,1,0.6639407,0.00034950214,0.6639407,0.053838156,0.24489413,0.036977503
-429.42432,3,0.47833133,0,0.52049494,0.52049494,0.00030700865,3.2026462e-06,0.47833133,0.0008635353
-636.404,2,0.99994576,2,0.99994576,5.225129e-08,2.0855201e-05,0.99994576,3.2906537e-05,4.3177178e-07
-769.7192,1,0.9990005,1,0.9990005,9.1840564e-05,0.9990005,5.3635045e-05,0.00077429763,7.9754805e-05
19.410362,4,0.14964499,3,0.45427385,6.3522944e-05,0.37029505,0.025722617,0.45427385,0.14964499
-126.29498,4,0.9815394,4,0.9815394,0.008885157,0.0010627875,0.00040681346,0.008105848,0.9815394
-32.582497,0,0.99845326,0,0.99845326,0.99845326,1.5903122e-05,5.6553654e-06,0.00017245143,0.0013527499
-18.170118,0,0.9998447,0,0.9998447,0.9998447,2.19449e-06,1.1996538e-07,0.00014904077,4.055713e-06
-742.57935,1,0.9852416,1,0.9852416,2.1141395e-06,0.9852416,0.0053134463,0.009116241,0.00032666614
-174.32892,0,0.999658,0,0.999658,0.999658,0.0001603022,4.1092716e-07,0.000168035,1.3231164e-05
