uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability,10_class_probability,11_class_probability,12_class_probability,13_class_probability,14_class_probability
-510.4671,5,0.2038457,0,0.41335943,0.41335943,0.006523949,0.14536071,0.010075143,0.007798283,0.2038457,0.012945026,0.008433063,0.014888889,0.015855633,0.024292704,0.02421083,0.09423514,0.009063331,0.009112216
-320.5786,3,0.76504177,3,0.76504177,0.0043910597,0.006157081,0.0015315842,0.76504177,0.0017968505,0.012020442,0.006179004,0.004098282,0.0035577726,0.006289849,0.14956397,0.011012389,0.0050098835,0.001858913,0.021491181
-510.32983,14,0.2894726,14,0.2894726,0.009183139,0.010172585,0.016526174,0.010601734,0.0070865364,0.005054279,0.012460841,0.0141685195,0.0074907285,0.2742531,0.0237964,0.025594119,0.11349769,0.18064155,0.2894726
-364.51648,12,0.014747507,10,0.3958487,0.008999346,0.013245361,0.08757818,0.00866624,0.08260384,0.0016648115,0.10479836,0.007742063,0.022478756,0.119178854,0.3958487,0.008514051,0.014747507,0.120065026,0.0038689317
21.177338,10,0.008361182,6,0.66493315,0.07567361,0.009868544,0.017777335,0.0075260266,0.11087312,0.023110576,0.66493315,0.029843709,0.0042820256,0.014346251,0.008361182,0.0052321767,0.0006442657,0.021833539,0.005694468
-515.1581,0,0.019967401,8,0.7234115,0.019967401,0.086307645,0.003305339,0.015072496,0.018378079,0.006375371,0.040602837,0.014861934,0.7234115,0.008727556,0.00777246,0.0056192633,0.008867869,0.007436172,0.033294067
-391.82968,5,0.16271289,6,0.678826,0.03428018,0.021385878,0.0092707025,0.0110170655,0.016312025,0.16271289,0.678826,0.01255332,0.011849326,0.003239146,0.007951196,0.011613935,0.004885726,0.011446135,0.0026566007
-761.5533,9,0.15393527,11,0.45995384,0.005680896,0.008750839,0.122477375,0.004804595,0.006881897,0.0006182615,0.007350735,0.0074944464,0.0069368184,0.15393527,0.007222952,0.45995384,0.06940246,0.10442968,0.03405996
68.10603,8,0.21241519,8,0.21241519,0.15304105,0.011791655,0.1047876,0.026046993,0.008255892,0.14078489,0.18767062,0.05051408,0.21241519,0.010203019,0.008051833,0.010262714,0.002309528,0.069497004,0.0043679792
-756.3336,9,0.92566013,9,0.92566013,0.0023656986,0.001000452,0.006555983,0.0024189188,0.00034490024,0.0002022294,0.0028704752,0.0035205183,0.00079100387,0.92566013,0.012960376,0.009747365,0.009650636,0.020945836,0.000965553
-602.5476,14,0.26965213,4,0.27605632,0.10224955,0.06300014,0.02605959,0.012404534,0.27605632,0.022482313,0.00844492,0.03069528,0.07566747,0.00762215,0.07363993,0.008418431,0.010116829,0.013490501,0.26965213
-289.24695,8,0.14273143,7,0.26705652,0.020707112,0.036130335,0.039850533,0.082202174,0.0118461065,0.006958716,0.033272557,0.26705652,0.14273143,0.09554073,0.012958306,0.015636906,0.20510449,0.01448675,0.015517283
-663.36664,7,0.51924115,7,0.51924115,0.0033415784,0.011968528,0.0024750545,0.0069866274,0.012293743,0.000595869,0.0033054398,0.51924115,0.031942494,0.023350244,0.012699609,0.007903017,0.30423766,0.048550364,0.011108647
-202.5072,11,0.010430389,6,0.18185085,0.12490751,0.022040045,0.13407373,0.018428931,0.003642821,0.033407994,0.18185085,0.17660478,0.18165225,0.019658495,0.02771889,0.010430389,0.0034384439,0.04766377,0.014481051
-198.41745,2,0.007168859,6,0.55820906,0.017522885,0.001690657,0.007168859,0.010148461,0.248894,0.05686696,0.55820906,0.012190042,0.0077689383,0.002296288,0.003087532,0.0015741833,0.04072081,0.03024484,0.0016165158
-11.479713,12,0.12933819,7,0.4810946,0.048451375,0.049868435,0.026096158,0.03533908,0.026871394,0.01188947,0.016413916,0.4810946,0.015537345,0.057590056,0.047239378,0.009941781,0.12933819,0.020214368,0.024114523
-588.6149,6,0.013103429,11,0.30539215,0.06158644,0.011082908,0.26674676,0.008141232,0.037282705,0.02502603,0.013103429,0.010266478,0.009917618,0.056131393,0.1215841,0.30539215,0.039035864,0.012243204,0.02245975
-501.16766,2,0.51131374,2,0.51131374,0.05292949,0.0072339084,0.51131374,0.031567,0.17592004,0.011544659,0.033117462,0.01913246,0.014182116,0.010687761,0.054338306,0.008606603,0.015334531,0.045883495,0.008208373
-334.10834,12,0.8932287,12,0.8932287,0.065464094,0.0013888464,0.012445724,0.0043282905,0.00048542535,0.004419235,0.004606554,0.0026539837,0.0025030645,0.0012164387,0.00039563948,0.0015259656,0.8932287,0.0049864855,0.00035147363
-441.3368,9,0.100322574,12,0.69765913,0.022349766,0.0033297436,0.13883188,0.0055176457,0.00033675626,0.0021048211,0.0019778812,0.002294879,0.0043318016,0.100322574,0.0014455941,0.0055124676,0.69765913,0.0050453283,0.008939682
-559.91266,12,0.11625359,0,0.62333304,0.62333304,0.004188763,0.06604219,0.012272485,0.0007165848,0.14236906,0.0031182098,0.002520284,0.004444211,0.0052035446,0.00905207,0.0023100777,0.11625359,0.0010734579,0.0071023577
-736.0598,13,0.43774074,13,0.43774074,0.007585691,0.0022366694,0.0011938041,0.0033557813,0.27509755,0.0015233796,0.08156649,0.0025863084,0.0009348541,0.005778688,0.15910216,0.012348547,0.0041152793,0.43774074,0.0048341183
-126.29498,1,0.6787139,1,0.6787139,0.009200438,0.6787139,0.006553449,0.017972348,0.02112089,0.0020936097,0.05411096,0.012723598,0.008628975,0.0047440957,0.016272819,0.12134636,0.03280788,0.004511559,0.0091992095
-98.75273,8,0.71426046,8,0.71426046,0.027924452,0.0052941972,0.010868293,0.008841255,0.012347658,0.010774757,0.05985489,0.03562111,0.71426046,0.004613763,0.05470015,0.009302182,0.0014453074,0.034343395,0.009808067
-243.34366,10,0.031791795,2,0.83970875,0.0035528385,0.0018239033,0.83970875,0.003856237,0.03988774,0.0287706,0.01586403,0.016218528,0.009742259,0.00428943,0.031791795,0.0018475477,0.0007624467,0.0012225294,0.0006613726
-293.46466,3,0.956775,3,0.956775,0.002255534,0.0021615464,0.0035127748,0.956775,0.00028622977,0.0023708595,0.0028350253,0.0030684336,0.0016033474,0.002936377,0.01213934,0.0018716949,0.0062955418,0.0012437114,0.00064462225
-136.67554,6,0.054765973,5,0.8195455,0.016848996,0.0023969845,0.005860109,0.007881179,0.006101716,0.8195455,0.054765973,0.021553926,0.013750351,0.0038836151,0.009989836,0.02993689,0.0011756157,0.004114283,0.002195066
-339.99545,3,0.4170583,3,0.4170583,0.015702032,0.017266838,0.0025044673,0.4170583,0.010817189,0.048654027,0.0197103,0.014653802,0.010076015,0.008195128,0.12946732,0.031430025,0.0065577794,0.008729995,0.25917682
-354.10706,6,0.19319373,5,0.6154608,0.013051768,0.002112738,0.005452238,0.009352723,0.048009645,0.6154608,0.19319373,0.026547216,0.0054986496,0.004619158,0.020708434,0.035983305,0.01305334,0.0031680362,0.0037881494
-567.02344,5,0.0034832128,11,0.7573524,0.022008056,0.05164429,0.00130136,0.0020510436,0.0029700717,0.0034832128,0.0028167123,0.0012530409,0.0015847188,0.00040793643,0.1517809,0.7573524,0.00022222998,0.00029605808,0.00082789635
-369.383,7,0.5751386,7,0.5751386,0.01320074,0.014906693,0.027420526,0.017035509,0.013950085,0.011931301,0.05434901,0.5751386,0.00881713,0.030347096,0.16027685,0.019293468,0.046541203,0.0043827696,0.0024089664
-264.95337,4,0.23572445,4,0.23572445,0.014269171,0.004235066,0.20681645,0.010530302,0.23572445,0.008325169,0.16460285,0.034469094,0.005780076,0.045628455,0.21010743,0.010781722,0.017216425,0.024574395,0.0069389413
-616.56,14,0.85214525,14,0.85214525,0.0012403008,0.0018407775,0.0046100086,0.0020965307,0.0036414478,0.004231875,0.0059120795,0.0029317127,0.0029862446,0.04637675,0.010890702,0.03297611,0.006053204,0.022067044,0.85214525
-162.74136,4,0.010922349,5,0.60371083,0.020683158,0.0049451883,0.028519101,0.0095933555,0.010922349,0.60371083,0.17631085,0.0520792,0.051146906,0.009487742,0.0042359186,0.01198195,0.0019900845,0.011732923,0.0026604421
