uniqueID,real_label,real_probability,predicted_label,predicted_probability
3488.7031,1,0.47929618,1,0.47929618
3436.5972,0,0.5094185,0,0.5094185
911.7842,4,0.9798126,4,0.9798126
3540.562,0,0.76030254,0,0.76030254
506.84265,4,0.11474015,2,0.5334009
5800.0,1,0.98299557,1,0.98299557
6922.6973,0,0.7527205,0,0.7527205
2745.0508,2,0.9492306,2,0.9492306
949.68036,0,0.2115441,1,0.39923653
2543.5828,0,0.050043777,2,0.5651392
331.69092,0,0.052631784,2,0.66790056
2411.6497,4,0.9996074,4,0.9996074
3146.0947,3,0.9620576,3,0.9620576
2371.1106,2,0.76186186,2,0.76186186
3276.7327,2,0.71839225,2,0.71839225
5838.9746,3,0.9970381,3,0.9970381
2820.7358,0,0.15144573,3,0.5158033
1061.2367,2,0.7740511,2,0.7740511
8202.701,1,0.92231643,1,0.92231643
688.8717,2,0.28517538,2,0.28517538
2674.864,3,0.990298,3,0.990298
5128.2246,1,0.8629298,1,0.8629298
1765.9192,4,0.82507545,4,0.82507545
1353.0775,4,0.88347775,4,0.88347775
2028.1136,4,0.9969025,4,0.9969025
883.66223,0,0.13874413,2,0.38340178
1082.6611,4,0.91209143,4,0.91209143
10483.1875,0,0.01936548,1,0.98049027
1227.5396,2,0.43023053,2,0.43023053
7753.774,0,0.0067948424,2,0.7619663
661.0143,2,0.4035624,2,0.4035624
5631.7627,1,0.42419848,1,0.42419848
4727.736,1,0.44234523,0,0.54948944
1128.5032,4,0.948627,4,0.948627
9232.904,1,0.326589,3,0.49649924
191.09094,3,0.25624117,2,0.3467215
3413.6785,0,0.11807714,1,0.7833426
5678.923,1,0.9647382,1,0.9647382
7747.3457,0,0.59515727,0,0.59515727
4389.7817,1,0.69938606,1,0.69938606
2046.9233,2,0.7470055,2,0.7470055
2295.9885,1,0.7221478,1,0.7221478
2166.9854,3,0.646213,3,0.646213
642.9519,0,0.18908812,2,0.3926749
702.01636,0,0.18856189,4,0.2852334
4305.3667,1,0.96437,1,0.96437
2329.8955,0,0.31939888,2,0.4068349
2959.5957,1,0.9911823,1,0.9911823
3058.0981,1,0.640829,1,0.640829
7723.1567,3,0.9680341,3,0.9680341
2545.2288,4,0.9918367,4,0.9918367
2411.7224,3,0.9618686,3,0.9618686
3088.138,3,0.98161304,3,0.98161304
2322.1565,1,0.21011165,3,0.45055217
2942.975,2,0.9900012,2,0.9900012
348.15137,4,0.5909864,4,0.5909864
253.46082,1,0.22172329,2,0.40333012
766.3014,2,0.7158099,2,0.7158099
417.264,0,0.11263026,2,0.44730958
6745.9688,0,0.9278779,0,0.9278779
2483.8777,2,1.8288455e-06,4,0.99999213
116.57948,2,0.4682002,2,0.4682002
7504.822,3,0.026728792,4,0.9453379
2399.986,2,0.49600393,2,0.49600393
1194.2478,2,0.42192686,2,0.42192686
379.92337,1,0.36789504,1,0.36789504
11956.404,1,0.07724343,3,0.5534245
3050.4082,1,0.2508212,2,0.55504733
2388.325,0,0.15811548,3,0.5553779
1285.539,4,0.87325424,4,0.87325424
10191.269,1,0.99947494,1,0.99947494
6326.8154,0,0.28176135,1,0.41643235
2207.4565,4,0.91852945,4,0.91852945
2265.726,1,0.0739293,2,0.7706191
