uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability
-240.99521,2,0.9866079,2,0.9866079,0.01287075,5.0220103e-07,0.9866079,1.5761727e-09,1.6533374e-07,1.7819486e-08,2.6755831e-06,6.6152355e-09,7.45518e-05,0.0004435002
-521.3932,7,0.9995018,7,0.9995018,0.00013232474,0.00034479436,3.408973e-08,1.2155745e-11,1.378349e-05,5.060069e-06,2.177816e-06,0.9995018,1.8584689e-14,8.914778e-09
-646.351,9,0.008827894,0,0.7580878,0.7580878,1.8901644e-06,0.004248114,1.3261928e-05,0.00045176447,0.038964745,0.18936542,3.9081035e-05,4.5952261e-10,0.008827894
-439.276,3,0.8250563,3,0.8250563,0.000273616,3.944081e-06,5.1288797e-14,0.8250563,4.692589e-09,0.10975035,6.047891e-20,0.06296914,4.0221787e-19,0.0019466453
-503.83835,5,0.0514275,9,0.69885486,0.11975139,5.358969e-07,6.8570475e-06,5.383054e-07,0.08787077,0.0514275,0.042080395,7.1442782e-06,1.3108138e-10,0.69885486
-813.95996,4,8.796614e-07,9,0.9791533,0.020775141,8.828604e-08,5.063596e-05,3.8312587e-06,8.796614e-07,2.5610933e-07,1.583846e-05,7.310373e-10,2.5373123e-13,0.9791533
-457.6574,6,0.00011235946,7,0.80529004,0.0037986531,0.00015938205,1.3330438e-06,2.3109696e-06,0.0015481596,0.18904223,0.00011235946,0.80529004,4.450943e-12,4.5582703e-05
-349.24994,1,0.99999654,1,0.99999654,1.0379848e-08,0.99999654,1.631557e-11,1.02309466e-10,3.4749296e-06,2.8252605e-09,9.389492e-09,1.6475866e-08,7.748187e-15,8.2509766e-10
-686.0766,9,0.94321275,9,0.94321275,0.056103002,1.6833522e-07,1.1290882e-05,0.00018480526,6.5289083e-07,0.00027453806,0.00021260165,2.036262e-07,4.632082e-13,0.94321275
-463.036,7,0.00012336265,3,0.83279413,0.013506081,0.008455466,0.13055131,0.83279413,3.337041e-05,3.6034322e-05,2.1097016e-05,0.00012336265,0.00046901326,0.014010165
-315.35382,8,6.1429333e-09,9,0.93919027,6.514989e-06,2.0204315e-08,0.06077934,2.3827637e-05,2.3197586e-10,5.8617083e-12,1.6579024e-08,9.982247e-13,6.1429333e-09,0.93919027
-435.3009,4,0.9728295,4,0.9728295,0.008797092,1.6453532e-07,0.00021620638,0.00010605825,0.9728295,0.0048230574,0.008267757,1.998726e-06,2.2584526e-07,0.0049578166
-407.9748,4,0.15056421,6,0.8010982,0.041403662,0.002827241,0.00058210804,2.1986794e-05,0.15056421,0.0034452667,0.8010982,4.8662514e-05,2.5902218e-06,5.997988e-06
-484.1745,5,8.287272e-07,8,0.98404145,0.00015623588,1.38446285e-05,0.00678759,0.0058386875,0.001409206,8.287272e-07,0.0017185407,3.189983e-05,0.98404145,1.756257e-06
-323.91058,8,0.9458644,8,0.9458644,0.050615698,7.312391e-05,1.0494509e-05,4.003513e-09,6.3997168e-06,1.9055711e-05,0.0001375045,0.003234797,0.9458644,3.8554175e-05
-741.98145,6,0.107339345,4,0.29930913,0.11119719,6.7956003e-06,2.555019e-05,0.021807805,0.29930913,0.24220145,0.107339345,2.9199634e-07,5.660326e-12,0.21811242
-517.9998,6,0.14987332,5,0.6616152,0.0012262629,2.527752e-06,1.8884599e-06,4.5915204e-08,0.18707687,0.6616152,0.14987332,0.00016117937,1.2516535e-12,4.277668e-05
-447.98376,0,0.00020538551,1,0.5129421,0.00020538551,0.5129421,0.21809636,8.599378e-12,0.11309323,0.117866196,0.03429915,0.003497561,2.698001e-10,1.8075756e-11
-388.60263,1,0.9999999,1,0.9999999,1.1715349e-09,0.9999999,1.9790159e-08,2.9769495e-10,1.2718698e-11,3.094996e-09,8.2250535e-12,9.921499e-08,2.2905273e-13,4.7553433e-11
