uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability,10_class_probability,11_class_probability,12_class_probability,13_class_probability,14_class_probability
-106.38478,6,0.9617906,6,0.9617906,0.00015182157,3.988178e-05,0.009990558,0.00016227747,0.021771716,0.003329381,0.9617906,9.291181e-06,1.7937741e-06,5.3747317e-07,0.0008950078,0.00051404425,0.0013397523,2.275107e-06,1.0985699e-06
-646.27136,6,0.00027584497,5,0.9639169,0.008248781,0.00015110835,0.0022039919,1.3123855e-09,0.0015657549,0.9639169,0.00027584497,2.0264111e-05,0.00036094862,5.441843e-10,0.0032130082,0.019936815,0.000105939376,6.240851e-07,7.90796e-11
-521.3932,7,0.99911827,7,0.99911827,4.6083596e-06,0.0005598445,6.6468965e-07,7.003159e-10,3.585077e-06,2.3682492e-06,0.0001234537,0.99911827,9.009083e-06,2.3149542e-09,2.00672e-06,2.5954267e-05,0.00014987674,3.1764733e-07,4.677398e-09
-18.170118,8,0.9999962,8,0.9999962,1.3811182e-07,1.7379774e-13,3.6085119e-06,5.982393e-18,6.2125785e-08,1.1086266e-09,1.1099432e-08,4.269044e-10,0.9999962,1.289637e-14,9.192481e-11,4.6921185e-13,1.1686309e-10,2.6803446e-10,8.875495e-19
-419.5074,2,0.013411045,10,0.858953,6.3267784e-05,0.0009020875,0.013411045,5.4387012e-05,0.0044626067,0.00038336596,7.921381e-05,1.3301084e-06,7.512905e-07,4.0337094e-05,0.858953,0.121588886,4.118598e-05,1.2393084e-05,6.236622e-06
-206.89917,2,0.03699846,10,0.5129326,0.046325766,2.1379396e-05,0.03699846,0.019098029,7.1963655e-07,3.0381843e-05,2.3236764e-07,0.001946592,0.3481225,0.000196416,0.5129326,2.620044e-06,0.033117656,0.00091918756,0.00028750044
-315.42743,12,0.5757749,12,0.5757749,0.27901,1.2130288e-08,6.0642047e-09,8.3705663e-07,1.6295642e-09,8.8580734e-08,3.079174e-09,6.373993e-11,2.994046e-12,0.14349446,1.200645e-06,2.0950226e-08,0.5757749,0.0017128922,5.571059e-06
-479.49756,12,0.94609624,12,0.94609624,0.0006173324,2.8496028e-11,1.6931765e-05,0.05229613,3.702855e-08,5.4566032e-11,2.0528711e-08,3.350469e-11,1.1810972e-12,0.0007434331,5.8402187e-05,7.9252743e-10,0.94609624,0.00017118,2.4707967e-07
-629.9907,5,0.023198891,4,0.9352653,0.01872535,0.00041681668,0.0024418873,5.3336123e-07,0.9352653,0.023198891,0.010273692,1.544495e-06,5.409396e-05,2.9998997e-05,0.001525716,0.0070739356,5.425174e-07,0.00045861094,0.0005330767
-183.05075,2,0.9205819,2,0.9205819,4.2273383e-05,2.6132346e-07,0.9205819,1.7524884e-10,9.59324e-06,1.1393678e-05,1.8289357e-07,1.1561975e-08,7.430851e-05,3.29461e-07,0.078691654,1.574431e-05,2.9626122e-05,0.0005426475,9.1449195e-08
-351.74097,13,1.8298228e-05,14,0.99236214,6.9303774e-06,9.764813e-09,1.6074692e-06,1.9654388e-10,2.3829502e-05,1.6246395e-06,9.119878e-09,0.0020730705,0.0013722449,1.0848595e-10,8.276694e-06,0.0018852036,0.0022465992,1.8298228e-05,0.99236214
-325.43918,13,2.0688834e-05,0,0.44649634,0.44649634,2.966471e-05,0.12179409,1.8444221e-10,0.0040571997,0.35392118,0.0010485096,9.674521e-06,0.006422536,0.052544415,3.1182386e-05,0.013551512,5.236724e-07,2.0688834e-05,7.260819e-05
-916.09515,10,0.005759199,13,0.9279877,0.026988653,0.00011074309,0.015185505,2.2964657e-09,0.0036652915,0.00065905636,0.0034301917,0.0004477845,3.4128792e-05,6.4233864e-05,0.005759199,0.005423388,0.010222112,0.9279877,2.2009395e-05
-563.6191,14,0.99988306,14,0.99988306,5.0201954e-05,8.341727e-08,3.2024778e-07,4.0360404e-13,6.042255e-05,1.449611e-06,6.883005e-08,1.4927765e-06,1.3816957e-07,3.7705017e-09,1.3116509e-09,1.5599067e-06,1.9863502e-09,1.2028049e-06,0.99988306
-236.35437,3,0.99881196,3,0.99881196,2.6258554e-06,3.0752264e-07,4.682946e-08,0.99881196,1.0022577e-09,1.4874013e-09,1.903859e-10,4.79672e-06,7.712567e-09,3.0638375e-08,0.00025478643,2.5009972e-09,0.0007405958,4.5779287e-09,0.00018485793
-620.4388,4,0.0032353112,5,0.95306075,0.020377696,0.00051467627,1.0339028e-07,3.2791539e-12,0.0032353112,0.95306075,0.022018816,0.0005928579,2.3162133e-07,6.1969885e-13,6.037492e-08,0.0001963975,1.0097728e-08,3.2196333e-06,9.907066e-13
-788.5365,11,0.0017923799,9,0.61043435,0.09894998,1.0841778e-06,2.0141548e-05,7.609877e-07,0.0022713004,0.0003861126,0.000776464,0.01587941,0.0013509371,0.61043435,0.24004032,0.0017923799,0.0002993781,0.019683637,0.008113627
-521.24615,1,0.011123339,11,0.8800905,0.0011201105,0.011123339,0.0038333084,2.4995832e-06,0.00065877236,0.0800136,0.01221725,0.0029354189,1.1689931e-06,2.5027999e-05,0.0005013858,0.8800905,0.007475705,1.7274375e-06,1.4822024e-07
-479.01282,13,0.00012480556,14,0.89064133,0.00045358227,2.4220024e-06,1.6441414e-05,1.7270097e-11,0.10845524,1.5036166e-05,0.00016881185,2.3672935e-06,6.0490465e-06,2.3712985e-09,5.9633494e-05,5.3904434e-05,3.2292868e-07,0.00012480556,0.89064133
-349.06158,14,0.99999094,14,0.99999094,8.0812066e-07,7.26301e-11,6.4120975e-09,5.1733787e-16,2.8043684e-07,3.933179e-06,1.9296616e-07,5.7912013e-09,9.859112e-10,1.941642e-09,5.130032e-10,2.3002603e-06,2.276575e-08,1.5058052e-06,0.99999094
-472.70355,0,0.035922825,14,0.5571878,0.035922825,0.0002145816,0.003070142,0.0207457,0.00035300505,5.030796e-05,1.1230514e-05,4.7863265e-05,7.771345e-05,5.5920318e-05,0.20696807,0.00011783095,0.01200986,0.16316718,0.5571878
-284.88977,7,0.9997745,7,0.9997745,3.2753042e-07,3.5883266e-05,1.5696844e-10,6.042549e-11,5.543517e-05,4.7261003e-07,0.00012737991,0.9997745,5.341813e-08,3.4531013e-11,3.8463085e-08,5.593289e-06,7.6480426e-08,1.2898266e-07,2.1392747e-08
-636.3585,5,0.05181223,11,0.6870739,0.00012035474,1.5830004e-06,1.1040006e-05,2.283351e-09,0.021342687,0.05181223,0.0008640859,0.18423435,0.00015943364,7.137834e-08,9.580662e-06,0.6870739,1.0847474e-05,4.7380044e-07,0.054359403
-3.4103851,8,0.9999826,8,0.9999826,8.244416e-09,1.2535143e-13,1.7352928e-05,2.323207e-19,3.2681065e-09,4.3103594e-11,2.9997652e-10,3.1196683e-09,0.9999826,1.705999e-15,1.7219753e-11,7.3783026e-13,6.373559e-10,2.6588536e-12,6.0303215e-15
-992.02295,14,0.9999262,14,0.9999262,5.9666534e-05,6.4489577e-12,7.5679696e-07,4.7437374e-13,1.5368906e-06,4.37342e-06,2.933925e-06,1.5889563e-09,9.688431e-10,2.2711573e-07,1.956751e-09,6.8989664e-07,1.4018902e-06,2.1923886e-06,0.9999262
-462.6953,14,1.0,14,1.0,1.2015697e-10,6.2576025e-12,5.2618944e-13,1.9511598e-20,3.7088437e-08,9.8924806e-11,3.2296982e-10,6.601657e-09,3.0743304e-11,6.6432697e-15,5.4020937e-15,2.665527e-08,2.5056964e-13,3.6361853e-12,1.0
-420.12814,14,0.9556436,14,0.9556436,0.040182408,1.3301266e-08,1.706181e-06,3.7534696e-07,3.2312404e-05,2.9375626e-06,2.922069e-08,2.2919314e-08,2.4137403e-08,0.0020925184,1.9383763e-06,3.9263801e-07,0.0010228606,0.001018853,0.9556436
-497.09778,5,0.12380566,6,0.86545956,0.0005690508,2.498475e-07,0.0001441905,5.9300453e-07,0.0034953824,0.12380566,0.86545956,9.624873e-05,9.342693e-08,7.0508664e-05,0.0046392796,0.0016099004,8.113381e-06,0.0001010783,1.4401684e-07
-439.276,3,0.9992424,3,0.9992424,2.6892267e-05,1.9312683e-09,3.6574456e-05,0.9992424,2.0426056e-09,2.0789315e-07,1.471868e-09,2.6711438e-08,2.5615629e-08,5.1987414e-10,8.822236e-05,4.521099e-09,0.00060427043,1.01295115e-08,1.3888289e-06
-347.36862,2,0.9511611,2,0.9511611,0.014848306,4.396949e-06,0.9511611,2.8655949e-08,5.374008e-07,0.0001089791,2.462924e-05,1.9511937e-08,4.199033e-06,0.0003598125,2.413592e-05,5.9473277e-05,0.03340423,1.0095171e-07,1.08358265e-07
-237.19301,1,0.9609514,1,0.9609514,6.762833e-05,0.9609514,1.2702448e-06,1.1782643e-07,2.871241e-06,0.00497749,0.00057812675,0.00031037346,1.9064295e-09,2.0512182e-06,0.00015420353,0.032899607,5.4639273e-05,2.2468008e-07,4.4656683e-09
-616.65234,12,0.035975106,9,0.8546597,0.105980106,1.8401233e-10,8.280486e-05,6.8380587e-07,1.1726694e-06,7.351136e-06,1.7031919e-06,1.1415615e-09,2.4338986e-09,0.8546597,6.6043984e-05,1.8504466e-06,0.035975106,0.0032180164,5.515369e-06
-240.99033,7,0.7540796,7,0.7540796,0.24297072,2.9495273e-09,5.3597747e-12,2.4761657e-15,4.5023394e-06,7.751783e-09,2.8799818e-09,0.7540796,0.0025945127,4.8725286e-17,3.8776897e-15,2.435397e-11,0.0003506205,9.0816694e-12,1.0979603e-11
-449.9029,6,4.2372276e-06,7,0.98768413,8.6322125e-06,7.173379e-11,2.7566418e-07,1.7570122e-09,1.7623204e-05,0.008037933,4.2372276e-06,0.98768413,3.397937e-05,4.300591e-09,0.00039955875,0.00066426303,0.0031111613,2.611916e-05,1.1931623e-05
0.0,13,4.4271264e-10,12,0.46696085,0.28708985,1.898086e-10,2.2802887e-07,1.0814906e-10,3.2021944e-06,3.4524202e-08,4.633367e-12,0.2043654,0.041579537,1.209882e-25,2.7948538e-11,2.5999276e-11,0.46696085,4.4271264e-10,9.360093e-07
-349.84546,11,0.7889119,11,0.7889119,0.00027915282,0.023656467,2.1482263e-06,1.3858413e-11,0.030909041,0.0029625457,0.14958379,2.0868603e-07,3.2488698e-10,2.4395347e-06,9.5198226e-07,0.7889119,1.2917998e-08,5.030108e-07,0.0036908984
-636.7859,9,0.999185,9,0.999185,0.00080447603,2.2712817e-07,2.531297e-06,5.3465936e-07,3.323206e-09,4.0337618e-09,5.1313886e-09,5.5065317e-07,3.505718e-08,0.999185,3.5351113e-06,1.4139117e-06,1.499109e-06,9.97561e-08,1.7202208e-08
-774.92236,9,0.99492955,9,0.99492955,0.0046993284,2.0084547e-09,8.019531e-08,6.263688e-09,5.8078e-09,1.3184764e-07,2.758125e-07,2.1609061e-09,2.1521677e-11,0.99492955,5.106855e-07,2.1533246e-08,1.0052667e-05,0.0003537297,6.3530842e-06
-214.86761,8,0.99827933,8,0.99827933,0.00021060134,2.3520852e-09,0.0013290335,4.1707305e-15,4.04967e-05,9.2214155e-05,9.033364e-06,3.336102e-05,0.99827933,8.203342e-12,1.0827251e-08,4.777601e-07,5.4693332e-06,2.9520333e-09,1.0792957e-09
-426.357,6,0.011632967,4,0.8718367,8.7296474e-05,1.7490058e-05,0.0005808155,1.4823047e-13,0.8718367,0.001790438,0.011632967,0.00020993846,0.0027331624,1.9097102e-09,4.2315995e-07,0.008338414,3.1292966e-08,8.738956e-06,0.10276348
-533.1946,9,0.9299255,9,0.9299255,0.051608235,6.109824e-05,0.0050012716,3.0419892e-06,0.00015488731,0.00025036803,0.0030579465,1.5062242e-06,9.527999e-07,0.9299255,0.00028250835,0.008672683,0.00029039406,6.614471e-05,0.0006233835
-304.55655,14,0.97997516,14,0.97997516,1.4015475e-06,1.8361385e-07,2.4272686e-06,1.7503775e-14,0.01997693,2.7343984e-07,1.668095e-05,2.230449e-05,5.921021e-07,1.9860802e-14,2.5392227e-10,4.085122e-06,2.1877387e-08,1.761135e-09,0.97997516
-400.13327,10,0.0006387035,13,0.47848848,0.37517148,2.2792132e-05,0.00017984062,4.9218254e-08,0.0002733584,4.053629e-08,1.011182e-06,1.9728706e-07,0.0032846064,0.14011206,0.0006387035,6.617402e-08,7.3569754e-07,0.47848848,0.0018266009
