uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability
-526.171,1,0.8639721,1,0.8639721,0.0013380039,0.8639721,0.0011867846,0.023241129,0.0040799864,0.005828031,0.003209963,0.04432616,0.022296116,0.030521756
-542.9119,8,0.0404554,9,0.88828707,0.005641067,0.0050326707,0.006765179,0.0020173828,0.009168811,0.005344156,0.013215693,0.024072597,0.0404554,0.88828707
124.755905,2,0.88459563,2,0.88459563,0.014564271,0.009652747,0.88459563,0.0047922935,0.0113658225,0.0063996376,0.015413547,0.035251204,0.0066932617,0.011271513
-797.5291,4,0.9004323,4,0.9004323,0.032509662,0.00782683,0.01467392,0.0053647794,0.9004323,0.014649703,0.012569075,0.005386534,0.0019657055,0.0046215234
-819.34973,9,0.8751112,9,0.8751112,0.004153835,0.033710405,0.0050299456,0.009591658,0.014497577,0.007317886,0.015665023,0.0052185007,0.029703902,0.8751112
-721.2435,8,0.57081854,8,0.57081854,0.006779701,0.12548071,0.0039816163,0.18715301,0.062520154,0.0055154148,0.013823515,0.015711308,0.57081854,0.008216051
-626.9623,9,0.97316676,9,0.97316676,0.00048866996,0.0031686625,0.0009363589,0.00064614275,0.0013893431,0.0010774968,0.0010042225,0.001430157,0.01669217,0.97316676
-32.582497,5,0.9550026,5,0.9550026,0.0046971,0.00426072,0.0060126,0.004104149,0.0050123357,0.9550026,0.0038118004,0.0039394214,0.0037416485,0.009417611
-710.7244,8,0.8073904,8,0.8073904,0.00822284,0.07144429,0.0017680671,0.09058551,0.007052854,0.001990584,0.008132562,0.0010781098,0.8073904,0.0023348415
-1097.2751,9,0.6855142,9,0.6855142,0.006369973,0.023295105,0.016665118,0.014525035,0.013169933,0.013563877,0.054403655,0.02146844,0.15102465,0.6855142
-435.13922,9,0.9101182,9,0.9101182,0.0013571738,0.00486384,0.008660444,0.001994555,0.0052341903,0.0045843725,0.007324277,0.016472021,0.039390855,0.9101182
-377.23993,4,0.757877,4,0.757877,0.034203824,0.0006984357,0.0048766276,0.015295865,0.757877,0.008257641,0.003365688,0.15096997,0.009204848,0.015250078
-355.54556,2,0.84825337,2,0.84825337,0.019981815,0.015976023,0.84825337,0.006518994,0.015809033,0.0055205896,0.017997818,0.04735486,0.013732985,0.008854521
-619.2634,0,0.9644395,0,0.9644395,0.9644395,0.0023660823,0.0035744684,0.01974206,0.001918713,0.0010364054,0.00074779737,0.00059423054,0.0037706576,0.001810083
-723.7728,6,0.05256206,7,0.48511037,0.017761845,0.18055366,0.013640314,0.012602491,0.02748115,0.026658574,0.05256206,0.48511037,0.07270182,0.11092774
-779.3545,7,0.9697798,7,0.9697798,0.00034908092,0.01885078,0.0013146076,0.000840675,0.0011576228,0.0015795584,0.0018445399,0.9697798,0.0038218407,0.00046146734
-657.18805,8,0.67788917,8,0.67788917,0.007326053,0.2882049,0.0013284194,0.012698802,0.00054252,0.0028819903,0.0028240841,0.0054388843,0.67788917,0.0008651201
-441.3368,6,0.018440789,7,0.7500009,0.0043258155,0.13091426,0.007508085,0.018152226,0.018554611,0.016566403,0.018440789,0.7500009,0.02192188,0.013615139
-30.318726,1,0.38178512,1,0.38178512,0.116934955,0.38178512,0.03924324,0.04351577,0.027299294,0.0894102,0.18547742,0.069339015,0.038834874,0.008160165
-292.8531,0,0.95200723,0,0.95200723,0.95200723,0.0028679927,0.0057655983,0.023364086,0.003943268,0.0032309627,0.0013092302,0.002633642,0.0027253232,0.0021527442
-381.03342,5,0.74558365,5,0.74558365,0.015470185,0.032257352,0.024459857,0.029967751,0.030374689,0.74558365,0.022027308,0.035204146,0.02655279,0.03810219
-769.7192,6,0.9694947,6,0.9694947,0.0023562796,0.008194142,0.0026529557,0.0017215384,0.0014293706,0.008943763,0.9694947,0.003594433,0.0015015218,0.00011129885
-481.44437,8,0.5436468,8,0.5436468,0.0060762893,0.010161603,0.018839289,0.03689947,0.018224427,0.060513306,0.038685627,0.05372143,0.5436468,0.21323173
-29.853436,5,0.93705434,5,0.93705434,0.0026289714,0.009683,0.0087025,0.0052971225,0.012680836,0.93705434,0.004111401,0.0051727244,0.0033817831,0.011287365
-511.02115,8,0.67662823,8,0.67662823,0.0063296566,0.0037029805,0.014583257,0.022838026,0.015037437,0.020552762,0.12639122,0.078003615,0.67662823,0.035932805
-174.3325,5,0.9827608,5,0.9827608,0.001481979,0.0007768892,0.0042900564,0.0011129125,0.0037765605,0.9827608,0.00015854987,0.0010095589,0.002672836,0.0019598105
-608.9951,0,0.9730986,0,0.9730986,0.9730986,0.010797106,0.002467409,0.007518479,0.0011093565,0.00048716445,0.001858627,0.0008570571,0.0014978178,0.00030847802
-858.9764,9,0.42606124,8,0.45942676,0.003934534,0.02631303,0.0067103026,0.026281958,0.005278764,0.013721342,0.02608657,0.006185468,0.45942676,0.42606124
-478.00995,3,0.02491724,7,0.8453012,0.0060590277,0.042866614,0.002758934,0.02491724,0.01711104,0.00985855,0.0061804317,0.8453012,0.036093082,0.008853887
-707.56116,6,0.49393308,6,0.49393308,0.010133541,0.039092463,0.10346425,0.0062266486,0.011796356,0.028464885,0.49393308,0.27315792,0.0050138254,0.028717004
-439.9523,5,0.07577282,3,0.3252586,0.009242068,0.12229349,0.059243664,0.3252586,0.22674893,0.07577282,0.021948332,0.11040644,0.01841145,0.030674221
-533.36584,2,0.95909137,2,0.95909137,0.0016595784,0.0006299539,0.95909137,0.002720005,0.0019502569,0.0022515059,0.0003403823,0.026102563,0.0031048637,0.0021495824
-19.921371,6,0.8448135,6,0.8448135,0.004843139,0.012477464,0.017825784,0.006816552,0.009731643,0.04594409,0.8448135,0.035921175,0.019068575,0.0025580493
-783.39594,6,0.49002972,6,0.49002972,0.024800155,0.26543325,0.02727554,0.016902125,0.023676494,0.030449566,0.49002972,0.08845332,0.013444188,0.019535657
-521.14905,6,0.7930647,6,0.7930647,0.013429434,0.0879728,0.013547308,0.009779016,0.008268855,0.021874739,0.7930647,0.03359153,0.0077015306,0.01077002
-380.77448,9,0.30504614,9,0.30504614,0.106395,0.13243821,0.030329637,0.0569447,0.027139647,0.024156613,0.04782952,0.046830554,0.22288999,0.30504614
108.184975,5,0.42442533,5,0.42442533,0.05564156,0.030425351,0.064492576,0.11463512,0.10314492,0.42442533,0.048205294,0.032991152,0.06704984,0.058988858
-485.31943,2,0.88450336,2,0.88450336,0.013937423,0.012972939,0.88450336,0.009145208,0.008592208,0.011121843,0.0077811875,0.03577913,0.008584747,0.00758203
-592.495,9,0.83637977,9,0.83637977,0.0020739296,0.018315125,0.007590621,0.0058561424,0.00401907,0.0064438884,0.01815042,0.009878056,0.09129297,0.83637977
-629.98975,8,0.32932368,6,0.5368848,0.02440341,0.023838548,0.011257486,0.015054361,0.0074593183,0.013967943,0.5368848,0.033904906,0.32932368,0.0039056474
-778.7869,6,0.8419676,6,0.8419676,0.012636206,0.048553545,0.007942449,0.013266387,0.0015018305,0.026181579,0.8419676,0.013548074,0.029340401,0.0050618816
-476.45886,2,0.90420324,2,0.90420324,0.0051887487,0.010299681,0.90420324,0.008738687,0.0060363566,0.0067107226,0.0028826671,0.039523643,0.010626866,0.0057893456
-628.254,0,0.5246843,0,0.5246843,0.5246843,0.037754223,0.01970419,0.21630198,0.024364986,0.03669845,0.0075814673,0.022055188,0.10177633,0.009078874
-226.14432,0,0.7563925,0,0.7563925,0.7563925,0.004785275,0.01739494,0.17172313,0.0037649912,0.011999786,0.009841556,0.009423377,0.0056031044,0.0090714265
-636.7859,6,0.95509356,6,0.95509356,0.0044020847,0.010152229,0.0050830054,0.0034555057,0.0032730429,0.009979618,0.95509356,0.005351763,0.0019503064,0.0012588168
-18.170118,5,0.9242971,5,0.9242971,0.004225735,0.010951418,0.011558458,0.006175823,0.008975705,0.9242971,0.007153283,0.0070336326,0.00708894,0.0125399595
-430.09442,3,0.55152977,3,0.55152977,0.003316764,0.02670019,0.008581907,0.55152977,0.29043663,0.019128794,0.0036033965,0.027101696,0.02651657,0.04308434
-541.7544,2,0.98573893,2,0.98573893,0.0023291542,0.00015700214,0.98573893,0.00071503315,0.0012618131,0.0017330897,0.00010088494,0.0054583233,0.0017852227,0.0007205069
49.732616,5,0.94471115,5,0.94471115,0.0016074883,0.0038469713,0.006018347,0.0050357548,0.0151339695,0.94471115,0.00490812,0.0038415988,0.0038113836,0.011085117
-450.20355,1,0.6321837,1,0.6321837,0.008986473,0.6321837,0.004384779,0.0032270155,0.014079526,0.3243681,0.006108381,0.003040734,0.0023502149,0.0012710849
-510.32983,9,0.9268577,9,0.9268577,0.0023094083,0.0053040003,0.0017044441,0.0011645489,0.010019456,0.0035403296,0.012796821,0.01674393,0.01955939,0.9268577
-414.8034,2,0.9750532,2,0.9750532,0.005839998,0.00035032685,0.9750532,0.0010093537,0.0030190505,0.0022501138,0.000710892,0.0045116646,0.0033687071,0.0038865595
-377.5388,9,0.53615236,9,0.53615236,0.014175401,0.030539347,0.02257616,0.02703101,0.0084908465,0.03099161,0.19577199,0.025007341,0.10926393,0.53615236
-767.19653,8,0.04840576,3,0.71762043,0.077413544,0.09736797,0.009023039,0.71762043,0.0067265206,0.005707586,0.018263178,0.0148585625,0.04840576,0.004613411
-581.6509,7,0.31392467,7,0.31392467,0.017623546,0.13756391,0.057483286,0.014459909,0.015330122,0.032306213,0.2800917,0.31392467,0.059637208,0.07157945
-448.037,8,0.8368854,8,0.8368854,0.032910302,0.09254195,0.0017736583,0.030105617,0.0006991169,0.0019972343,0.0010054766,0.0009912949,0.8368854,0.0010898915
-433.0112,8,0.16352658,7,0.50283027,0.035764508,0.009726096,0.039234843,0.011941121,0.019272288,0.01744429,0.19258812,0.50283027,0.16352658,0.0076718684
-736.1009,4,0.8328635,4,0.8328635,0.016435506,0.0033690496,0.013280447,0.01428646,0.8328635,0.021919984,0.016637681,0.03861202,0.017105795,0.025489535
-187.24423,0,0.75322247,0,0.75322247,0.75322247,0.14898701,0.008280799,0.011675637,0.011856635,0.0033684745,0.022193145,0.012350319,0.025329247,0.0027362218
-391.82968,3,0.8986458,3,0.8986458,0.00222179,0.021912234,0.0035362511,0.8986458,0.0145142125,0.0028190552,0.008482205,0.03828195,0.005249734,0.0043367404
-1037.0001,7,0.95155054,7,0.95155054,0.00029921127,0.014979102,0.0006083082,0.00734765,0.012734288,0.0047071422,0.00088608486,0.95155054,0.002566511,0.0043211845
-332.35764,8,0.49173853,8,0.49173853,0.0012888218,0.0007963825,0.0023938124,0.004902411,0.00068543793,0.003664657,0.0072892746,0.0023766349,0.49173853,0.48486403
-347.69507,0,0.5806,0,0.5806,0.5806,0.1854908,0.021637427,0.031661697,0.014181481,0.0080857705,0.05605748,0.08026739,0.014237529,0.0077804155
-294.86023,3,0.9421401,3,0.9421401,0.0024549046,0.0014621556,0.0043244655,0.9421401,0.026119871,0.007429629,0.0033520758,0.0041259774,0.0036735423,0.0049173017
-404.97873,9,0.9105188,9,0.9105188,0.0015818868,0.0050917193,0.0066612493,0.0025508588,0.002854294,0.0052098543,0.045955673,0.0031231698,0.016452542,0.9105188
-731.2579,8,0.7681516,8,0.7681516,0.07784785,0.093767375,0.003665324,0.041810073,0.00054839,0.0045537567,0.0031550531,0.0049966485,0.7681516,0.001503972
-208.11,3,0.95357925,3,0.95357925,0.00076222734,0.0015237563,0.003527459,0.95357925,0.018882094,0.0065459614,0.0017028942,0.0066620223,0.0019156929,0.004898565
-320.5786,2,0.62791,2,0.62791,0.015980236,0.017390095,0.62791,0.008297135,0.017297877,0.016205898,0.13848343,0.07588712,0.0040560947,0.07849207
-602.5476,9,0.025930986,8,0.67626864,0.004991723,0.029888181,0.011122118,0.03877756,0.03788639,0.03057611,0.036653202,0.1079051,0.67626864,0.025930986
-464.80435,4,0.26654547,0,0.498819,0.498819,0.06572716,0.02790858,0.019273695,0.26654547,0.010053774,0.08690359,0.012561951,0.008988753,0.0032180627
-679.41754,9,0.98433715,9,0.98433715,0.0010065298,0.0015989067,0.0005762611,0.0006147075,0.0016464002,0.0008909642,0.00050347496,0.0013781847,0.007447373,0.98433715
-53.853905,0,0.60043055,0,0.60043055,0.60043055,0.07487199,0.029072864,0.11825178,0.05540987,0.0151324365,0.022878021,0.036521353,0.017108548,0.030322509
-519.9768,4,0.8912194,4,0.8912194,0.014520555,0.0028582485,0.008974357,0.00682458,0.8912194,0.016059484,0.00919116,0.022498328,0.011445235,0.016408574
-393.7921,8,0.07085721,1,0.6261653,0.05636271,0.6261653,0.013289937,0.0983764,0.007013631,0.0065931943,0.029962992,0.078922816,0.07085721,0.012455754
-207.29955,3,0.15855733,1,0.50182575,0.043844488,0.50182575,0.015316121,0.15855733,0.012931349,0.007031457,0.14622824,0.081785746,0.028215587,0.004263967
-450.4566,3,0.9078797,3,0.9078797,0.013339248,0.010040565,0.01001402,0.9078797,0.012503357,0.010155753,0.006040963,0.01010778,0.00802284,0.011895816
68.10603,5,0.078312695,3,0.23742597,0.066607006,0.0349576,0.15503806,0.23742597,0.15163268,0.078312695,0.037836377,0.09843022,0.0751204,0.06463904
-665.4009,1,0.112176836,0,0.8476659,0.8476659,0.112176836,0.0047205025,0.01526043,0.00047133412,0.0017628898,0.003646061,0.0019906468,0.011882251,0.0004230822
-477.03476,3,0.15185629,1,0.2723826,0.012092899,0.2723826,0.010335642,0.15185629,0.03350485,0.019193307,0.03428664,0.20646735,0.098639995,0.16124046
-666.8779,7,0.06825316,9,0.8114386,0.0055516157,0.0030202486,0.009566441,0.006394595,0.015486208,0.0050058453,0.008026588,0.06825316,0.06725672,0.8114386
-675.3699,0,0.9862118,0,0.9862118,0.9862118,0.0073148673,0.0012940429,0.0006781842,0.0013910076,0.00031220773,0.0011978034,0.0007610928,0.00062575197,0.00021318004
-429.42432,8,0.04505776,5,0.7793295,0.004381908,0.0076445956,0.013414931,0.014067667,0.0072472445,0.7793295,0.046555985,0.070632294,0.04505776,0.011668244
-415.75372,9,0.22955035,9,0.22955035,0.060616642,0.03648023,0.068739116,0.04995373,0.13468602,0.056015104,0.06330855,0.14975254,0.15089776,0.22955035
-503.17303,4,0.99680746,4,0.99680746,6.265376e-05,5.3031267e-06,6.235065e-05,0.00031442498,0.99680746,0.00014726084,3.006831e-05,0.002191145,4.8065474e-05,0.00033118177
-293.46466,2,0.8047893,2,0.8047893,0.015293157,0.067202516,0.8047893,0.013999166,0.007040421,0.01644922,0.01155205,0.03587671,0.01943933,0.008358159
-513.88324,7,0.9403627,7,0.9403627,0.0007604457,0.0072779953,0.004756647,0.0048246877,0.0073577035,0.0064705913,0.0014861425,0.9403627,0.016919555,0.009783578
-331.02695,4,0.8800121,4,0.8800121,0.03495002,0.0036585801,0.010818879,0.0067750127,0.8800121,0.009044561,0.015185898,0.01643439,0.004414309,0.018706294
-98.75273,5,0.66538715,5,0.66538715,0.020649657,0.15129639,0.016464524,0.011692277,0.09006195,0.66538715,0.013784367,0.012783487,0.007430834,0.010449306
-419.33057,2,0.37364578,1,0.3901358,0.03726928,0.3901358,0.37364578,0.027189612,0.012200266,0.023503238,0.028791593,0.05042888,0.047015186,0.009820339
41.31927,5,0.7646113,5,0.7646113,0.0059120315,0.025656471,0.13739762,0.00892966,0.010416073,0.7646113,0.00077534624,0.007845883,0.019922683,0.018532876
-11.479713,7,0.057807114,4,0.53563255,0.19856623,0.032564387,0.044347916,0.03114196,0.53563255,0.019552121,0.033175025,0.057807114,0.017744798,0.029467903
-659.503,7,0.29664117,6,0.4584544,0.0076345443,0.06280106,0.12349767,0.018937921,0.008193311,0.01762455,0.4584544,0.29664117,0.0025042077,0.0037111454
-340.08185,4,0.2989629,4,0.2989629,0.0098643815,0.007225156,0.018455764,0.15834017,0.2989629,0.1408806,0.008526034,0.13235548,0.09618809,0.12920144
-444.16315,5,0.28327575,1,0.45398703,0.030696766,0.45398703,0.041037433,0.026212208,0.06138524,0.28327575,0.038056046,0.030891113,0.016843632,0.017614756
-884.9061,6,0.9638568,6,0.9638568,0.0013451412,0.004868783,0.003783275,0.0016350333,0.0017664348,0.0147719225,0.9638568,0.0051912065,0.0016231257,0.0011582976
-368.54224,1,0.22670458,0,0.40543613,0.40543613,0.22670458,0.015433063,0.27099687,0.010680444,0.009090872,0.025749454,0.018902313,0.0056218356,0.011384364
-174.32892,5,0.802641,5,0.802641,0.026642337,0.03939202,0.028628811,0.0170364,0.020924566,0.802641,0.016125938,0.009828171,0.015731703,0.023049077
-318.8057,2,0.8783694,2,0.8783694,0.006550073,0.014850484,0.8783694,0.0051300563,0.003995641,0.008119469,0.05790378,0.021916205,0.002436096,0.00072873535
-662.1202,0,0.76169866,0,0.76169866,0.76169866,0.19736238,0.0036933888,0.009622301,0.0012025957,0.00078525906,0.0071817553,0.006445428,0.0117997425,0.00020845507
-954.27124,7,0.95761555,7,0.95761555,0.0009858595,0.0024921263,0.006044339,0.0034816451,0.008236976,0.0047103493,0.0018315427,0.95761555,0.011950536,0.0026511601
