uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability,5_class_probability,6_class_probability,7_class_probability,8_class_probability,9_class_probability,10_class_probability,11_class_probability,12_class_probability,13_class_probability,14_class_probability
-559.91266,12,0.99766374,12,0.99766374,9.728093e-06,1.6379241e-09,5.893916e-09,1.729793e-11,1.7608086e-06,3.3151193e-07,0.002322299,7.7933214e-07,1.7110327e-08,1.255934e-12,8.0876505e-09,4.2538284e-07,0.99766374,9.930815e-07,1.2870572e-12
-326.36298,6,1.6483625e-08,0,0.9425396,0.9425396,0.010591751,0.011917845,9.685214e-13,7.6169704e-07,5.044145e-09,1.6483625e-08,1.2807459e-07,2.390301e-05,0.0018703218,5.341953e-06,0.029356368,0.00057629996,0.0024975203,0.0006201146
-625.9077,10,0.0019754288,2,0.9853559,0.00051879085,3.7125847e-06,0.9853559,2.2913471e-09,0.0006329514,7.182989e-10,9.867606e-09,5.868946e-08,0.00026949035,0.00070483325,0.0019754288,0.0003391916,3.6461258e-09,0.010199639,1.7746781e-11
-364.51648,12,0.10367082,13,0.8920767,0.0020327445,4.875854e-06,2.4794533e-08,2.1974165e-07,1.2786098e-06,8.833802e-09,3.6209244e-07,6.439793e-08,1.597137e-07,1.8693992e-08,0.0012844544,0.0009283718,0.10367082,0.8920767,8.335837e-09
-429.42432,13,0.14611085,7,0.8197347,1.0870898e-06,9.937763e-09,8.279475e-10,9.945365e-07,0.0010286713,1.2125749e-09,6.939669e-05,0.8197347,0.018427346,0.013355154,5.58207e-05,0.0011927915,1.9768895e-10,0.14611085,2.323423e-05
-570.2228,10,1.3646344e-06,2,0.99979335,0.00018866251,1.4205256e-09,0.99979335,6.308876e-09,1.4781073e-06,4.1201403e-11,5.5542444e-08,5.3207696e-09,4.9788973e-06,9.412934e-06,1.3646344e-06,3.501353e-07,3.1881035e-07,3.6917477e-08,2.1582312e-10
-187.45615,13,0.9697628,13,0.9697628,3.178578e-11,1.7205429e-18,6.569454e-17,7.55479e-10,8.059579e-15,7.278502e-15,4.3436588e-10,0.0052750884,0.024960244,7.796084e-12,1.0579318e-10,1.9428361e-08,3.0179448e-09,0.9697628,1.9974364e-06
-174.32892,8,0.9951578,8,0.9951578,0.004838863,1.8072075e-13,3.3460608e-06,3.420576e-19,5.4829415e-18,1.2176458e-25,1.0580874e-16,1.2461329e-08,0.9951578,7.572524e-12,4.187863e-18,3.1939807e-12,8.450541e-14,1.0399221e-13,7.6579873e-16
-468.04703,1,0.99697936,1,0.99697936,7.415228e-12,0.99697936,2.4425313e-07,1.6741433e-13,7.6405655e-08,1.4211072e-06,5.271497e-09,1.1199643e-14,3.0721827e-12,1.7069838e-13,3.944927e-06,0.0030149913,5.793638e-13,2.26166e-11,1.1739735e-12
-636.7859,9,1.0,9,1.0,3.1949122e-16,3.697404e-18,2.446121e-17,1.2895048e-13,1.4843679e-15,7.625879e-15,1.8448397e-15,5.815794e-13,4.885349e-19,1.0,6.040117e-12,1.3456242e-11,8.8084135e-14,2.781757e-15,2.6464848e-15
-293.46466,3,0.99979156,3,0.99979156,1.1461828e-05,1.576199e-08,8.095395e-06,0.99979156,1.380148e-15,3.9162484e-12,3.6862104e-08,4.0559044e-13,8.2551244e-10,2.5055055e-08,0.000119407996,6.9426125e-05,1.4574134e-10,4.1645434e-11,7.6636736e-10
