uniqueID,real_label,real_probability,predicted_label,predicted_probability,0_class_probability,1_class_probability,2_class_probability,3_class_probability,4_class_probability
-449.7554,2,0.99531,2,0.99531,1.9323447e-11,3.5957896e-06,0.99531,5.402215e-06,0.004680954
-707.56116,1,0.99944216,1,0.99944216,2.3760037e-08,0.99944216,5.808212e-05,0.0004997091,5.721384e-10
-187.24423,4,0.00967932,3,0.9851745,5.413612e-05,2.692965e-05,0.005065117,0.9851745,0.00967932
28.215927,0,0.89002186,0,0.89002186,0.89002186,6.435136e-07,7.1113077e-06,0.1099681,2.3509158e-06
-135.72491,2,0.99345726,2,0.99345726,2.7098247e-08,7.960161e-06,0.99345726,0.006520659,1.4156701e-05
-760.6719,1,0.24161911,4,0.72534764,8.6593116e-07,0.24161911,4.1961925e-05,0.03299036,0.72534764
-468.04703,4,0.9983583,4,0.9983583,5.44028e-06,3.0014309e-07,1.696042e-10,0.0016359697,0.9983583
-599.38306,3,0.9372473,3,0.9372473,0.00035132247,0.060548604,4.4895714e-06,0.9372473,0.001848281
-761.5533,1,8.360096e-06,4,0.9998616,8.0418194e-10,8.360096e-06,1.8878742e-07,0.00012985502,0.9998616
-174.3325,0,0.9996791,0,0.9996791,0.9996791,7.162628e-08,1.8174547e-10,0.0003205138,2.2636318e-07
-100.71353,2,1.0,2,1.0,6.629849e-31,2.544739e-16,1.0,3.4878772e-17,1.0616588e-17
-423.615,0,0.99960977,0,0.99960977,0.99960977,4.136488e-06,1.5310031e-11,0.00038608664,4.803943e-09
-541.7544,2,0.9999895,2,0.9999895,2.1987094e-13,9.100653e-06,0.9999895,1.4028991e-06,4.9927845e-10
-674.19104,3,0.6075377,3,0.6075377,0.000111836554,0.3923464,3.852092e-09,0.6075377,4.0472487e-06
-325.43918,3,0.8355246,3,0.8355246,3.1004506e-06,0.16444996,6.042763e-09,0.8355246,2.2295671e-05
84.27626,4,0.97181535,4,0.97181535,8.5730986e-05,2.8740955e-08,3.1709984e-08,0.028098868,0.97181535
-448.037,3,0.9166433,3,0.9166433,1.4019465e-05,1.4531742e-05,9.766548e-10,0.9166433,0.08332819
-675.3699,4,0.0011789679,3,0.63002807,3.0080824e-07,0.36878765,4.943767e-06,0.63002807,0.0011789679
-441.3368,1,0.00056798867,2,0.91256374,8.684239e-09,0.00056798867,0.91256374,0.08682197,4.635687e-05
-429.42432,3,0.03695103,0,0.9597283,0.9597283,0.000111699555,1.4173868e-10,0.03695103,0.0032089925
-636.404,2,0.9709279,2,0.9709279,3.5449456e-13,0.029071305,0.9709279,8.233157e-07,1.5210779e-09
-769.7192,1,0.9998727,1,0.9998727,2.1337812e-10,0.9998727,2.669339e-08,0.00012726297,1.0202024e-11
19.410362,4,0.06135337,2,0.78713655,0.00011235375,6.2099192e-09,0.78713655,0.15139773,0.06135337
